city,date,fare,ride_id
Kevinland,2018-02-09 20:01:52,37.74,4927091517070
Stephanieland,2018-01-12 07:33:26,42.01,2802483266717
Dominguezborough,2018-01-24 22:11:39,49.18,5147497584158
South Tara,2018-01-09 09:24:12,28.9,2519672972259
North Walter,2018-01-13 22:16:34,47.7,8128706749077
Port Nicholasfurt,2018-02-14 19:21:34,16.08,0987234765649
North Mike,2018-01-26 11:08:21,45.47,8781627845855
Patrickhaven,2018-01-02 08:33:44,26.83,5009826146041
Martinfort,2018-01-31 06:26:30,49.38,0687112173671
Martinezside,2018-02-23 02:09:58,21.61,0041316192362
New Brittany,2018-02-23 02:29:39,19.5,3093947057524
Lake Eugene,2018-01-16 11:18:53,24.03,1002675067967
Lake Misty,2018-02-15 03:50:05,13.57,7892330912435
Port Bonnie,2018-02-21 14:08:32,42.97,0247518773105
Phillipschester,2018-01-09 04:48:29,38.38,3534705151851
West Justin,2018-01-15 05:18:02,40.69,9186348978537
New Kristina,2018-02-20 03:15:45,19.51,7973870201293
Garcialand,2018-03-10 22:01:39,26.13,3508351366013
Dominguezborough,2018-02-21 14:35:57,27.51,7678546832169
Port Bonnie,2018-03-10 21:05:01,28.63,6869200312955
North Mike,2018-02-08 02:59:58,29.42,5314307386541
East Hannahbury,2018-02-10 23:00:31,40.06,6923200268862
Morrowbury,2018-02-25 03:38:24,30.31,9516012844392
North Walter,2018-01-27 18:18:00,23.24,7202971208505
West Justin,2018-01-14 14:41:42,49.63,3059981140851
New Brittany,2018-01-28 08:05:36,39.25,7845152028839
Lake Markborough,2018-03-12 00:15:03,13.06,8598142051575
Lake Markborough,2018-01-17 14:25:03,41.65,5000966972316
Morrowbury,2018-02-03 05:18:28,49.4,4551608861211
East Hannahbury,2018-01-10 10:36:43,38.59,0974504518043
South Tara,2018-02-01 00:44:51,48.71,5159438855401
Stephanieland,2018-03-02 21:55:34,23.61,0868035027276
Dominguezborough,2018-02-13 17:18:32,21.24,6116110146225
Port Tinafurt,2018-02-27 06:49:55,14.85,6361055076131
Adamsfurt,2018-01-18 16:45:27,26.99,1524027529775
Port Tinafurt,2018-02-17 14:10:32,17.34,2753277103223
South Tara,2018-01-05 09:19:29,16.23,4893566790081
New Kristina,2018-01-16 19:02:12,15.21,5993779586507
Martinfort,2018-03-09 02:03:06,16.99,1578622433357
Morrowbury,2018-01-16 17:26:44,44.5,1812438305294
North Davidport,2018-02-18 19:48:28,39.0,3441528059366
Macdonaldview,2018-02-18 12:23:05,39.23,4666781662057
New Brittany,2018-01-13 04:22:01,49.97,0982951841027
North Mike,2018-02-04 15:19:19,27.94,5769256734019
Dominguezborough,2018-01-07 03:05:48,43.02,2257746214279
Morrowbury,2018-02-04 17:12:08,41.37,3480063641490
North Walter,2018-03-10 09:50:32,21.19,4480745439543
West Justin,2018-01-28 15:34:38,49.57,0493677189695
Lake Eugene,2018-01-11 03:52:16,19.14,0181534503585
Lake Eugene,2018-01-23 08:27:34,49.75,1863314382175
South Kenneth,2018-01-09 07:32:54,30.6,6421998924187
South Tara,2018-01-29 03:24:57,42.49,7507635846117
Garcialand,2018-03-06 01:46:50,17.86,4792689214965
Stevenside,2018-03-12 02:09:54,41.84,1373581423094
Garcialand,2018-02-23 21:27:34,42.37,6183752753371
Serranotown,2018-02-25 10:31:32,31.55,0122566897211
New Ruth,2018-01-31 03:10:28,19.09,7782069822450
Lake Jaredstad,2018-02-28 09:04:12,42.45,8789740019535
New Kristina,2018-01-19 19:31:33,43.86,6364499041659
Rodriguezville,2018-01-07 19:25:57,38.53,8830557102191
Martinfort,2018-03-08 06:59:25,17.21,4611750078100
Adamsfurt,2018-01-01 19:12:15,30.81,3337198139258
Port Jonathonstad,2018-01-21 09:11:03,14.17,2054462577295
Patrickhaven,2018-01-20 14:07:27,29.83,7338857544341
Thompsonbury,2018-01-13 14:51:24,15.04,0246732689032
Thompsonbury,2018-02-25 09:54:10,18.39,9033732003019
Martinezside,2018-03-06 05:38:06,19.39,9029264237916
South Kenneth,2018-01-31 17:31:06,39.61,3622740331342
South Tara,2018-02-19 03:26:21,24.14,2884277984359
Adamsfurt,2018-01-30 03:33:55,12.6,7150821155571
Kevinland,2018-02-06 04:12:09,34.38,1034154039936
Amandashire,2018-03-07 20:44:33,22.6,5918901665387
North Mike,2018-03-03 05:23:51,37.65,8325671207889
North Cindyberg,2018-02-10 03:09:14,27.93,6820406383248
South Ericamouth,2018-02-15 12:11:10,17.69,7111654638723
Stevenside,2018-02-01 22:59:34,16.89,3825886185651
East Loriside,2018-02-07 12:22:40,41.0,0695553395668
Lake Eugene,2018-02-04 01:19:48,22.19,2006582682915
North Walter,2018-01-14 05:47:05,47.15,4455152910510
North Cindyberg,2018-02-18 23:20:13,19.32,3751316044963
Rodriguezville,2018-02-22 19:38:35,42.91,3776228583171
Martinezside,2018-01-10 09:33:00,32.35,6988006203714
Martinezside,2018-02-11 00:56:47,47.84,2593647720151
New Kristina,2018-03-09 01:44:18,17.29,6984191854380
North Davidport,2018-01-20 19:57:13,17.8,6040485089309
North Davidport,2018-02-14 11:09:19,28.01,7523527212082
Thompsonbury,2018-02-06 20:56:04,15.89,0705161609863
Thompsonbury,2018-02-02 07:17:06,16.74,6813233511717
West Justin,2018-01-05 04:09:40,32.59,7666514016062
Martinfort,2018-02-25 14:12:15,43.77,2534598093147
Adamsfurt,2018-01-20 13:51:15,36.05,7316987998265
North Cindyberg,2018-02-13 06:39:55,48.01,4086241649853
Michellebury,2018-03-07 01:23:16,39.66,5345457281783
Rodriguezville,2018-01-07 17:04:35,32.19,7955601012354
Martinfort,2018-01-29 10:17:42,18.65,2947925326533
Amandashire,2018-01-19 06:48:30,18.23,8488742272497
South Kenneth,2018-02-12 14:27:27,16.66,2520242203628
Joseberg,2018-02-06 11:33:30,44.64,2659550184494
Macdonaldview,2018-01-30 14:16:58,21.67,7209990973261
East Donnaburgh,2018-03-08 04:38:40,40.62,4474711196592
West Justin,2018-01-13 01:50:06,25.66,3209618878545
New Brittany,2018-01-08 15:00:32,37.41,8971548336550
East Donnaburgh,2018-03-09 23:23:44,17.46,4419637047443
Dominguezborough,2018-02-18 01:22:53,21.65,9935258512139
Stevenside,2018-02-04 09:40:48,30.59,7578580907246
Garcialand,2018-01-23 11:05:44,41.0,5873008216415
North Cindyberg,2018-02-13 08:54:28,40.86,6512310795070
Lake Jaredstad,2018-02-25 19:08:08,45.25,6317037163313
North Davidport,2018-01-08 20:34:02,13.07,5453571314826
Port Jonathonstad,2018-02-23 14:46:10,40.48,7459663722546
Joseberg,2018-01-04 05:30:02,15.49,3342709125958
Adamsfurt,2018-02-07 21:21:25,45.93,7436024746502
Rodriguezville,2018-02-15 17:35:47,36.43,1843837323695
Stevenside,2018-01-02 17:36:54,24.05,5195538729297
Phillipschester,2018-03-07 07:33:22,43.25,3469768593259
Thompsonbury,2018-03-01 03:00:27,35.2,5049575448959
South Tara,2018-02-22 21:50:26,31.11,1502667741887
Port Tinafurt,2018-02-24 15:50:56,27.88,6503249617274
Michellebury,2018-02-02 14:50:52,37.04,8871711548325
West Charles,2018-01-26 19:11:01,17.51,9305511542102
Michellebury,2018-02-22 02:50:35,19.75,3387749305106
Lake Eugene,2018-01-23 22:12:38,13.25,9109849409843
Patrickhaven,2018-02-14 10:00:45,47.46,4436109000713
Stevenside,2018-01-25 23:11:45,48.19,8931833854268
New Kristina,2018-03-01 15:55:51,42.7,6805785135169
Dominguezborough,2018-02-14 10:30:18,49.93,1584007520284
Kevinland,2018-03-01 14:29:32,36.84,5837125303762
Serranotown,2018-03-07 01:07:33,29.82,7120836751792
Lake Markborough,2018-01-10 19:00:30,43.16,9723470987114
Stephanieland,2018-02-17 00:47:59,18.45,6405471483460
Stevenside,2018-01-08 21:28:57,18.53,6812427943198
Kevinland,2018-02-07 12:34:42,13.77,4423956685774
Martinezside,2018-01-17 11:44:10,15.46,7084959066136
Port Jonathonstad,2018-01-08 09:30:02,46.95,8781817372864
South Ericamouth,2018-01-28 04:30:36,27.36,1852558950592
Stevenside,2018-01-21 11:03:36,33.23,7084911302562
North Davidport,2018-02-09 05:47:56,26.58,6921346400719
North Mike,2018-02-21 00:08:39,47.46,9227127268019
Rodriguezville,2018-03-10 08:00:59,38.08,5103687742432
Dominguezborough,2018-01-18 06:58:18,36.62,3192177443432
Port Jonathonstad,2018-02-07 12:23:08,31.02,3027315554148
Dominguezborough,2018-01-22 16:25:52,42.67,1746162086436
New Kristina,2018-01-26 11:02:52,30.56,9590665291727
Thompsonbury,2018-01-14 03:35:51,45.5,9455406717006
West Charles,2018-02-16 06:18:40,25.0,2646817660884
Michellebury,2018-01-03 04:47:31,17.15,2620935448609
West Dawn,2018-03-07 13:49:28,38.53,0821746201106
New Ruth,2018-01-28 19:56:23,44.78,0250488586378
South Tara,2018-01-19 10:07:23,13.77,6384623353779
Port Nicholasfurt,2018-01-14 07:42:08,33.96,3320169344416
Serranotown,2018-01-13 08:11:54,42.57,3436790054416
Lake Jaredstad,2018-01-06 04:47:52,28.74,2262096212172
Port Tinafurt,2018-02-08 11:31:16,30.92,1199517464296
Stephanieland,2018-01-23 19:14:41,34.24,2708296120102
Martinezside,2018-01-18 19:23:49,34.8,4812848419113
South Kenneth,2018-02-07 19:46:03,19.83,5903910790120
Lake Markborough,2018-02-07 06:21:46,44.59,1917397941146
Martinfort,2018-02-04 07:08:21,23.67,8028074386839
Port Nicholasfurt,2018-01-28 00:47:28,12.29,0585046442576
New Kristina,2018-03-07 03:23:23,16.91,0236779525363
Martinfort,2018-01-22 03:16:20,36.8,1867483652404
Lake Jaredstad,2018-02-11 06:00:55,44.83,7585606843716
Thompsonbury,2018-02-21 11:14:05,45.01,6163509035691
Joseberg,2018-03-01 22:14:12,46.67,0554169925433
Lake Eugene,2018-02-06 02:53:55,43.67,9648050357722
Martinfort,2018-01-21 17:32:53,40.59,6140739201713
Lake Eugene,2018-01-09 09:26:01,44.18,4851734973704
Joseberg,2018-02-02 10:48:30,43.94,4970753296752
Rodriguezville,2018-01-29 00:33:50,17.87,0744103338980
East Donnaburgh,2018-01-31 18:04:09,30.05,1102589846365
Phillipschester,2018-01-11 13:09:22,37.58,1092162935589
South Kenneth,2018-01-08 10:37:37,12.99,2264392093882
Adamsfurt,2018-01-26 19:51:16,49.52,8671896128011
West Justin,2018-03-09 03:40:04,12.4,9617149735994
Serranotown,2018-01-12 20:28:56,22.5,4599246434596
Serranotown,2018-01-28 10:37:27,14.29,2904178452167
East Donnaburgh,2018-01-28 16:39:11,18.61,1655744140599
Joseberg,2018-02-21 09:26:52,24.98,5762873503402
Joseberg,2018-01-08 00:47:18,26.82,1821417385226
Stephanieland,2018-02-06 05:14:43,48.97,7701611732115
Garcialand,2018-01-18 03:28:32,20.21,4343320763481
Joseberg,2018-01-29 07:20:11,14.3,1644527541838
Serranotown,2018-01-17 11:32:24,27.18,4068019562939
Amandashire,2018-01-30 08:49:31,21.11,5757392282976
Adamsfurt,2018-01-08 10:58:19,27.82,6967869317912
South Tara,2018-02-14 04:13:31,46.13,5108598312637
Michellebury,2018-01-30 20:15:55,29.24,4610790336577
New Ruth,2018-02-18 16:13:28,32.07,1983840161942
Stevenside,2018-01-28 19:08:45,46.07,0472551349738
South Ericamouth,2018-02-21 19:35:35,24.92,4914962442678
North Walter,2018-02-26 08:55:57,18.11,9411586932011
East Donnaburgh,2018-01-10 23:58:42,35.32,6893731925131
Morrowbury,2018-03-07 05:27:45,31.75,3032970036311
Lake Markborough,2018-01-04 19:33:11,14.33,1863532883522
Dominguezborough,2018-01-12 15:26:53,37.24,6274903709306
New Ruth,2018-01-14 23:35:26,23.36,2478588702148
West Dawn,2018-03-11 05:44:40,31.85,0879912285092
Serranotown,2018-02-13 22:58:56,15.66,5214399977781
Stephanieland,2018-01-12 05:32:54,21.26,7563507713468
Port Nicholasfurt,2018-02-01 02:03:54,30.37,6155377682114
Serranotown,2018-01-07 06:39:07,31.63,0249942636001
Phillipschester,2018-01-12 06:31:25,27.89,4171261767523
West Charles,2018-01-30 20:56:50,26.64,9886816372590
Stevenside,2018-03-01 01:23:07,12.67,9690674822285
New Brittany,2018-01-16 20:58:16,17.29,2618886377208
New Kristina,2018-01-08 21:14:07,14.72,4734930208095
Lake Eugene,2018-02-02 11:43:13,30.29,0182654283982
Macdonaldview,2018-01-16 12:06:31,24.19,2971427653316
North Mike,2018-02-23 05:21:29,28.63,7192492361813
Port Nicholasfurt,2018-03-05 17:09:54,49.67,3158149149948
Lake Misty,2018-03-06 08:02:27,12.36,6332438215249
Macdonaldview,2018-01-16 01:07:16,39.62,3106821385962
East Donnaburgh,2018-01-07 12:38:37,41.36,0389896475216
South Kenneth,2018-02-03 10:37:03,19.2,0935098519212
Adamsfurt,2018-02-03 11:00:32,14.88,8230415440814
Lake Misty,2018-02-03 21:01:32,23.85,0647222006566
Michellebury,2018-02-17 01:19:44,39.08,6332134053626
Garcialand,2018-02-16 18:54:28,39.84,9164511976108
Lake Jaredstad,2018-01-12 15:30:33,36.71,5998972263835
East Hannahbury,2018-02-09 09:47:03,20.79,1258518584591
North Mike,2018-01-08 23:11:55,17.87,6427590499603
South Ericamouth,2018-02-06 18:04:51,43.55,8105035779593
East Hannahbury,2018-01-15 19:16:40,14.16,2329031418188
Kevinland,2018-03-02 11:32:01,47.89,8734578430052
South Ericamouth,2018-01-13 15:05:54,49.93,3218763083537
Kevinland,2018-02-26 23:32:15,23.89,7097880865761
East Loriside,2018-01-09 03:46:30,16.53,4072132291485
East Loriside,2018-02-06 11:55:03,45.79,7900072280092
Port Tinafurt,2018-02-28 19:14:35,40.92,6142419365449
Amandashire,2018-01-22 22:06:30,22.86,7451303914007
North Cindyberg,2018-03-11 09:38:32,41.22,3370709880539
Garcialand,2018-01-14 22:46:13,40.92,7690074310339
Thompsonbury,2018-03-08 03:45:24,21.16,5790078135951
West Dawn,2018-02-17 17:26:32,25.03,1500423697218
Garcialand,2018-02-08 16:36:34,25.39,4600935041282
East Loriside,2018-02-07 10:11:56,28.18,4505372955355
Port Bonnie,2018-02-04 04:14:58,41.29,8609688560473
Thompsonbury,2018-03-04 19:24:48,46.48,6514830355642
Adamsfurt,2018-01-04 07:24:55,19.84,4317159385510
Dominguezborough,2018-02-03 20:39:56,14.55,9314526736321
Kevinland,2018-01-06 20:02:50,41.49,8290073700941
Amandashire,2018-01-17 04:42:20,39.44,6692606929041
South Kenneth,2018-01-07 00:52:03,43.01,2923093802970
Kevinland,2018-02-04 21:59:27,46.76,9867545270395
West Justin,2018-02-03 13:34:32,19.61,8742772498020
Rodriguezville,2018-03-02 13:01:15,41.9,5823877091514
North Davidport,2018-02-14 12:50:04,23.13,9030016536461
South Tara,2018-01-30 09:17:53,31.61,0644555750777
Lake Eugene,2018-01-08 13:29:32,12.1,0852138379233
West Charles,2018-01-08 05:39:43,13.48,4153907695902
North Mike,2018-02-02 02:59:50,22.46,5795939769078
Martinfort,2018-01-10 17:02:18,29.67,5038682670360
Stephanieland,2018-01-01 03:17:11,35.57,3294881335055
Port Bonnie,2018-01-09 18:38:45,40.15,5687023290110
Joseberg,2018-03-03 18:33:10,49.04,4860003518768
North Mike,2018-01-13 17:06:29,45.04,8909867766536
Stephanieland,2018-01-25 22:19:06,31.46,6751048604302
Morrowbury,2018-02-07 12:04:56,19.5,1800625601250
East Loriside,2018-02-06 14:39:30,18.73,2570622686855
East Hannahbury,2018-01-19 09:44:24,38.42,9816571153769
South Kenneth,2018-01-26 10:04:22,47.29,4247796032488
Joseberg,2018-01-15 06:03:10,47.28,6860160993055
West Dawn,2018-01-19 09:32:48,45.83,8018654164377
Lake Markborough,2018-03-11 21:00:55,21.35,9476626831662
North Davidport,2018-01-17 16:07:16,15.37,6903428321457
Joseberg,2018-02-27 05:22:25,46.42,4822926523014
West Justin,2018-03-02 06:16:51,21.09,9272988267213
New Kristina,2018-02-17 19:48:46,24.11,3444772111040
Port Bonnie,2018-02-06 04:18:50,30.41,9769979773100
East Loriside,2018-02-12 17:03:32,42.18,3480664758900
Lake Jaredstad,2018-01-20 22:07:57,28.49,7856025625345
Amandashire,2018-01-27 05:30:16,38.75,0746841836230
West Dawn,2018-01-16 17:32:22,35.24,0816300607906
New Brittany,2018-02-22 00:06:28,37.32,3108825199200
Kevinland,2018-02-28 08:19:11,27.07,0098115456416
Martinfort,2018-03-02 11:56:24,23.3,7837451465897
Lake Eugene,2018-02-03 07:12:58,28.74,9115177674341
Lake Misty,2018-01-25 11:02:56,49.02,8360449081445
Port Tinafurt,2018-01-08 09:28:59,12.92,3151501555296
Martinezside,2018-01-18 02:25:05,22.76,2679194117276
Joseberg,2018-03-07 03:57:44,30.57,5865642825047
North Davidport,2018-02-25 21:37:23,19.96,4181802895622
New Brittany,2018-02-14 23:13:50,44.8,8360696569215
North Walter,2018-02-09 01:13:15,33.12,9317968263899
Phillipschester,2018-01-21 08:40:11,18.97,3680725298943
Joseberg,2018-01-16 20:55:24,38.82,8793868518733
Phillipschester,2018-02-09 18:01:54,41.35,4373723662784
Joseberg,2018-02-13 08:36:09,13.31,7748652121355
Rodriguezville,2018-01-19 09:43:39,19.19,7259015466315
East Donnaburgh,2018-03-09 11:56:17,30.71,3768867434808
Serranotown,2018-01-17 19:03:14,36.58,1345905548110
New Kristina,2018-01-11 14:18:45,27.85,1372609264633
Port Nicholasfurt,2018-01-15 05:40:42,13.8,2638931438852
North Mike,2018-01-22 01:44:54,14.67,4784655438840
Michellebury,2018-03-01 21:16:32,20.07,9726479711551
Garcialand,2018-03-08 07:44:58,15.76,7593444639323
South Ericamouth,2018-03-09 08:56:49,26.86,8030826710236
Amandashire,2018-01-04 18:48:35,16.33,3402347194423
Phillipschester,2018-01-18 06:46:58,37.65,8388516013267
Port Bonnie,2018-02-17 02:21:03,24.96,4120973523781
Rodriguezville,2018-03-04 23:56:43,46.42,6511513025045
Lake Markborough,2018-02-16 17:39:34,42.87,9881910425241
Thompsonbury,2018-03-09 11:13:38,45.91,0662223325997
Port Jonathonstad,2018-01-31 16:07:13,37.08,0455495718372
New Brittany,2018-02-16 07:39:54,30.24,7121821245470
Phillipschester,2018-03-12 07:50:34,42.14,2738359306679
Serranotown,2018-02-06 18:59:41,39.63,6536470866180
North Davidport,2018-02-26 16:18:07,35.38,2964596894666
South Ericamouth,2018-02-08 10:56:34,34.78,1829164422256
Lake Markborough,2018-02-20 02:04:31,26.37,0908640897755
East Loriside,2018-02-02 03:48:14,24.28,1393053332440
New Ruth,2018-03-01 14:43:56,47.79,7306938582155
Lake Eugene,2018-02-16 19:09:28,26.97,4925538708128
Rodriguezville,2018-01-15 21:34:51,15.69,5373246496896
Michellebury,2018-01-28 04:41:51,19.13,3517571476594
South Tara,2018-03-07 19:49:09,33.33,0178069119015
South Tara,2018-02-09 11:10:45,31.34,0016446087642
Patrickhaven,2018-01-28 06:36:02,37.71,5317240988742
Morrowbury,2018-02-27 14:50:19,24.7,7826348472650
South Tara,2018-01-07 13:22:03,20.56,5635242049781
New Kristina,2018-03-09 22:21:33,30.2,8235828658085
North Walter,2018-01-11 18:00:22,32.58,2336437686127
Lake Markborough,2018-02-18 06:53:29,47.74,2923466669018
Port Jonathonstad,2018-02-28 19:56:11,29.86,5973328740949
East Donnaburgh,2018-02-11 20:38:15,23.43,9557834133318
Amandashire,2018-02-21 18:10:35,32.97,1144651807041
Kevinland,2018-02-23 21:44:38,23.07,4795004833506
Lake Jaredstad,2018-01-24 19:36:31,32.55,6155642518216
New Kristina,2018-01-29 06:09:42,30.88,7013133021517
North Walter,2018-01-03 18:16:11,46.52,4111748576798
West Dawn,2018-03-05 13:43:34,12.85,5111827692486
Stevenside,2018-01-02 03:48:10,31.08,4067219023806
Lake Jaredstad,2018-02-09 00:39:45,49.45,0141112321147
Amandashire,2018-01-14 09:24:31,33.12,7152107495951
Macdonaldview,2018-02-02 17:38:15,12.1,3515017923602
Lake Misty,2018-01-16 23:00:51,23.47,4647294794206
New Brittany,2018-02-28 15:28:16,13.34,9964879650852
South Kenneth,2018-02-11 01:20:58,20.64,1353640016979
North Walter,2018-03-07 17:57:48,37.26,1557143476234
Stephanieland,2018-03-10 20:46:17,23.14,0011544159406
Thompsonbury,2018-01-27 20:47:51,42.33,6843931943909
North Walter,2018-02-01 19:23:35,12.68,6482756016148
North Walter,2018-02-18 07:42:15,45.54,5118764185019
Rodriguezville,2018-01-23 18:28:42,36.86,1759795830871
Phillipschester,2018-01-01 11:57:46,19.16,5161306015282
North Davidport,2018-02-10 17:14:08,15.53,9131128399552
New Brittany,2018-02-13 09:31:16,46.64,9554333624422
North Davidport,2018-03-09 16:12:33,35.13,6454104751346
East Hannahbury,2018-01-23 06:58:08,42.48,8722839321607
North Mike,2018-02-23 05:35:32,18.57,2532444280277
Amandashire,2018-01-29 00:55:18,39.44,2985890048777
New Kristina,2018-01-29 07:22:57,29.55,0168340828217
South Kenneth,2018-02-26 08:59:13,14.42,9524113901470
Patrickhaven,2018-02-21 01:56:16,30.97,5873294423207
Stephanieland,2018-02-06 22:59:30,41.35,2936064553092
Macdonaldview,2018-01-31 08:00:44,28.41,5409849834916
West Charles,2018-01-21 06:50:23,32.55,9917414657281
Martinezside,2018-01-08 14:55:37,44.19,7432727606617
North Cindyberg,2018-02-13 21:44:41,33.35,2298724031648
Michellebury,2018-01-29 18:53:08,30.49,3590482817274
Dominguezborough,2018-03-10 11:40:35,34.97,2500527462520
Martinezside,2018-01-23 16:17:28,29.13,5977812457641
New Ruth,2018-01-21 17:39:01,44.98,1337962560785
East Hannahbury,2018-01-10 22:11:33,22.86,9382503827508
South Ericamouth,2018-02-08 10:03:46,49.09,7774121338511
Stevenside,2018-02-25 16:48:31,13.69,8768346046046
South Kenneth,2018-02-09 15:52:58,28.77,7920193839658
Thompsonbury,2018-01-13 05:32:29,29.06,5526726351127
Lake Misty,2018-02-06 19:47:02,34.88,2976655097840
Lake Jaredstad,2018-01-03 10:39:06,44.84,5886277437566
Patrickhaven,2018-01-19 22:11:34,16.14,4204164970698
Lake Misty,2018-02-03 22:54:35,30.12,2724250127895
Morrowbury,2018-01-31 16:49:15,46.72,5882355710606
Stephanieland,2018-03-11 08:10:41,45.11,9722469472020
Lake Misty,2018-03-07 20:22:16,38.8,0959663593308
Thompsonbury,2018-01-23 10:25:50,45.44,0384591100548
North Davidport,2018-01-07 14:32:19,13.22,9246730958230
New Kristina,2018-01-31 07:38:55,19.96,3729165306198
Port Nicholasfurt,2018-01-17 04:16:38,27.09,3766988014060
New Kristina,2018-01-29 17:23:08,20.51,3324280445342
Lake Markborough,2018-02-16 14:49:49,49.05,3458326892712
North Cindyberg,2018-02-24 11:53:48,36.08,6781079569493
Amyview,2018-01-08 02:20:12,30.03,1823481897711
New Cherylton,2018-02-04 07:47:02,12.23,1297895307577
Amyview,2018-01-10 02:22:18,36.49,6080624849500
Amyview,2018-02-05 10:52:02,37.79,1506628382140
Ortizstad,2018-01-18 06:24:23,38.66,2088446124526
Amyview,2018-02-11 06:16:00,33.98,7286896560290
New Cherylton,2018-01-29 02:37:10,17.77,6983603572850
New Cherylton,2018-01-18 08:07:10,44.7,2462671933601
West Pamelaland,2018-02-07 07:44:18,53.61,6411992505222
Michaelport,2018-03-05 00:28:14,29.99,6706767864896
Turnerbury,2018-01-15 02:37:35,27.41,9437503096239
Turnerbury,2018-03-03 20:51:59,39.47,8366364177812
New Stacieport,2018-03-08 15:12:01,44.53,3723334199024
Ortizstad,2018-02-09 07:27:10,34.0,1848581583852
West Pamelaland,2018-02-13 06:49:02,11.57,8824916593577
New Stacieport,2018-01-28 08:44:50,10.87,2251227125047
Amyview,2018-02-10 13:53:51,30.44,0623497830808
Ortizstad,2018-01-19 10:31:47,52.51,9095178168585
Smithville,2018-01-06 02:35:44,36.61,3151171979088
Chavezside,2018-01-31 17:15:33,48.29,8816313119627
Michaelport,2018-01-13 22:42:40,30.49,6587663120725
Ortizstad,2018-03-02 09:29:49,10.06,1462352924639
Burkeburgh,2018-02-19 16:10:21,47.4,8760034527110
Angelberg,2018-01-14 12:33:57,18.99,3848619190548
New Cherylton,2018-01-20 20:48:44,56.75,7667943385996
Thompsonburgh,2018-02-04 20:43:20,15.2,7141386998789
Daniellefort,2018-01-28 03:36:25,54.88,7242037930070
Burkeburgh,2018-01-13 01:18:06,31.25,0403079843071
North Albertborough,2018-01-31 16:24:51,22.96,6087929750821
Michaelport,2018-01-17 11:13:08,58.42,3025255131795
Pricefurt,2018-01-30 10:26:44,20.01,8758846232933
Chavezside,2018-03-08 01:52:20,50.73,1018467624515
Angelberg,2018-03-10 05:42:14,57.15,2276025283300
Johnsonburgh,2018-02-17 05:51:14,57.61,0692223642817
Turnerbury,2018-01-04 16:52:15,39.9,2676788198857
Thompsonburgh,2018-01-26 23:20:20,44.05,3700476346448
Conradbury,2018-02-28 11:13:56,55.56,6987079453576
Ortizstad,2018-03-11 16:13:45,34.71,1837070887557
Pricefurt,2018-01-16 09:46:38,11.02,0338770757184
Turnerbury,2018-01-26 18:32:57,23.66,2455884311274
Pricefurt,2018-02-06 21:40:59,16.83,7108420398851
Amyview,2018-01-09 18:33:09,18.15,0970814021549
Daniellefort,2018-01-07 03:31:25,25.9,4805053305111
New Cherylton,2018-03-04 03:01:39,38.97,3116532907896
West Pamelaland,2018-02-28 17:49:58,13.83,3529609713465
Pricefurt,2018-01-29 19:55:02,27.88,6550280965871
Michaelport,2018-01-10 04:01:40,59.24,9409755645046
Burkeburgh,2018-01-11 13:49:49,13.19,5039524452175
Turnerbury,2018-01-24 20:58:07,41.95,1687043025949
Burkeburgh,2018-01-11 06:59:30,14.99,1825463628344
Grantport,2018-02-24 04:57:45,29.52,9436552368472
New Cherylton,2018-01-12 20:31:06,17.93,4881836762739
Amyview,2018-01-09 22:07:05,46.29,3509981890169
New Stacieport,2018-02-20 06:42:10,42.15,3201670792692
West Pamelaland,2018-02-16 06:53:32,49.47,8159046055603
Conradbury,2018-02-09 17:52:45,19.79,4342832678412
North Albertborough,2018-02-20 07:27:47,33.48,6181154250221
Johnsonburgh,2018-02-15 04:48:32,20.67,7355567868185
West Pamelaland,2018-02-07 14:04:45,16.27,8572562561302
Chavezside,2018-02-19 11:00:09,14.89,2754190682802
Johnsonburgh,2018-03-06 01:01:58,20.66,5897734349162
Grantport,2018-02-05 06:06:36,38.05,9948292599899
Conradbury,2018-01-04 00:02:06,21.42,6726104010502
Grantport,2018-03-06 00:01:29,50.4,3419624406407
Smithville,2018-02-18 01:20:57,37.72,8174832626058
North Albertborough,2018-02-25 11:40:15,48.7,2224693971265
New Stacieport,2018-01-21 22:49:04,50.82,4041652970415
Burkeburgh,2018-01-03 22:56:22,38.78,4174859559869
Turnerbury,2018-01-15 16:50:43,54.41,9062839932366
Ortizstad,2018-01-30 12:13:33,47.38,1316650363396
North Albertborough,2018-01-28 16:27:49,18.07,2432637497898
West Pamelaland,2018-01-17 12:00:39,57.01,2617606103813
Angelberg,2018-02-26 03:38:58,23.24,0778876619441
Chavezside,2018-02-04 13:13:23,38.29,0835579136177
Grantport,2018-01-14 21:06:09,29.84,8491841006061
Burkeburgh,2018-02-13 10:56:47,45.86,2054473045127
Thompsonburgh,2018-01-23 23:21:43,36.76,2218807204509
Daniellefort,2018-02-04 19:37:52,54.08,4923900325447
Grantport,2018-01-14 07:28:40,32.14,6214135864473
Angelberg,2018-01-17 00:37:52,14.13,0869051692226
Grantport,2018-01-08 14:17:50,46.02,3179763670755
New Cherylton,2018-03-09 16:21:40,11.14,6128600490862
Johnsonburgh,2018-02-19 19:33:03,20.21,1899376525205
Johnsonburgh,2018-02-14 00:32:19,39.79,6556308416837
Angelberg,2018-01-24 05:04:01,49.1,6984421735571
Daniellefort,2018-03-11 11:06:37,31.89,9883982881680
